"","id","geometry","longitude","latitude","url"
"1","813882462866599","POINT (-83.01186573475 42.433631463917)",-83.01186573475,42.433631463917,"https://joehigton.com/Detroit_images/813882462866599_1.jpg"
"2","367240158192389","POINT (-82.981130024139 42.411548983556)",-82.981130024139,42.411548983556,"https://joehigton.com/Detroit_images/367240158192389_1.jpg"
"3","888180145377114","POINT (-83.037045100639 42.354826499806)",-83.037045100639,42.354826499806,"https://joehigton.com/Detroit_images/888180145377114_1.jpg"
"4","2685903751707191","POINT (-83.038710315139 42.400467621389)",-83.038710315139,42.400467621389,"https://joehigton.com/Detroit_images/2685903751707191_1.jpg"
"5","333788578378620","POINT (-83.049573820667 42.443727596)",-83.049573820667,42.443727596,"https://joehigton.com/Detroit_images/333788578378620_1.jpg"
"6","968781210559856","POINT (-83.012908388528 42.429408851917)",-83.012908388528,42.429408851917,"https://joehigton.com/Detroit_images/968781210559856_1.jpg"
"7","735866034374916","POINT (-83.007897319083 42.436367744444)",-83.007897319083,42.436367744444,"https://joehigton.com/Detroit_images/735866034374916_2.jpg"
"8","956545455094240","POINT (-83.116189957806 42.398065363556)",-83.116189957806,42.398065363556,"https://joehigton.com/Detroit_images/956545455094240_2.jpg"
"9","485185162587248","POINT (-83.132052574417 42.425842293194)",-83.132052574417,42.425842293194,"https://joehigton.com/Detroit_images/485185162587248_1.jpg"
"10","3936802273082003","POINT (-83.093351078833 42.333461841722)",-83.093351078833,42.333461841722,"https://joehigton.com/Detroit_images/3936802273082003_2.jpg"
"11","508260177042388","POINT (-83.086848517306 42.339939320889)",-83.086848517306,42.339939320889,"https://joehigton.com/Detroit_images/508260177042388_2.jpg"
"12","508371403645898","POINT (-83.137744367222 42.353339026306)",-83.137744367222,42.353339026306,"https://joehigton.com/Detroit_images/508371403645898_1.jpg"
"13","3013011065654463","POINT (-83.086320996972 42.427538595861)",-83.086320996972,42.427538595861,"https://joehigton.com/Detroit_images/3013011065654463_2.jpg"
"14","480630273567492","POINT (-83.146043177028 42.40259885975)",-83.146043177028,42.40259885975,"https://joehigton.com/Detroit_images/480630273567492_1.jpg"
"15","411111884116017","POINT (-83.094467744528 42.372697781389)",-83.094467744528,42.372697781389,"https://joehigton.com/Detroit_images/411111884116017_1.jpg"
"16","452855432637365","POINT (-83.110257733972 42.30944707)",-83.110257733972,42.30944707,"https://joehigton.com/Detroit_images/452855432637365_2.jpg"
"17","462786971684673","POINT (-83.109612716167 42.426745634139)",-83.109612716167,42.426745634139,"https://joehigton.com/Detroit_images/462786971684673_2.jpg"
"18","339901604398274","POINT (-83.118045371944 42.293545421056)",-83.118045371944,42.293545421056,"https://joehigton.com/Detroit_images/339901604398274_2.jpg"
"19","292264092371454","POINT (-83.148329838333 42.383793099056)",-83.148329838333,42.383793099056,"https://joehigton.com/Detroit_images/292264092371454_1.jpg"
"20","228292712390995","POINT (-83.129802248778 42.314574182167)",-83.129802248778,42.314574182167,"https://joehigton.com/Detroit_images/228292712390995_1.jpg"
"21","525276995158085","POINT (-83.162019607889 42.379998106028)",-83.162019607889,42.379998106028,"https://joehigton.com/Detroit_images/525276995158085_2.jpg"
"22","678566243932880","POINT (-83.14001003175 42.335798654556)",-83.14001003175,42.335798654556,"https://joehigton.com/Detroit_images/678566243932880_2.jpg"
"23","985413675361949","POINT (-83.090023574139 42.428025769556)",-83.090023574139,42.428025769556,"https://joehigton.com/Detroit_images/985413675361949_2.jpg"
"24","509263773450933","POINT (-83.145212705778 42.363218974806)",-83.145212705778,42.363218974806,"https://joehigton.com/Detroit_images/509263773450933_1.jpg"
"25","946799776078950","POINT (-83.121135622056 42.372098592417)",-83.121135622056,42.372098592417,"https://joehigton.com/Detroit_images/946799776078950_1.jpg"
"26","780342119291654","POINT (-83.126050945111 42.348811985889)",-83.126050945111,42.348811985889,"https://joehigton.com/Detroit_images/780342119291654_2.jpg"
"27","227449235496504","POINT (-83.116346449083 42.296253702333)",-83.116346449083,42.296253702333,"https://joehigton.com/Detroit_images/227449235496504_1.jpg"
"28","474231083810079","POINT (-83.262310344917 42.375151836444)",-83.262310344917,42.375151836444,"https://joehigton.com/Detroit_images/474231083810079_1.jpg"
"29","792088201682365","POINT (-83.145626014889 42.427352225889)",-83.145626014889,42.427352225889,"https://joehigton.com/Detroit_images/792088201682365_2.jpg"
"30","976107692929227","POINT (-83.225922702889 42.413594940944)",-83.225922702889,42.413594940944,"https://joehigton.com/Detroit_images/976107692929227_1.jpg"
"31","933990697438470","POINT (-83.242308244028 42.390336830028)",-83.242308244028,42.390336830028,"https://joehigton.com/Detroit_images/933990697438470_1.jpg"
"32","929178687927460","POINT (-83.22766843425 42.369047334694)",-83.22766843425,42.369047334694,"https://joehigton.com/Detroit_images/929178687927460_1.jpg"
"33","258028249344107","POINT (-83.172350125 42.3992566075)",-83.172350125,42.3992566075,"https://joehigton.com/Detroit_images/258028249344107_1.jpg"
"34","4286811648042509","POINT (-83.16044756075 42.419350472806)",-83.16044756075,42.419350472806,"https://joehigton.com/Detroit_images/4286811648042509_2.jpg"
"35","306523080964236","POINT (-83.210543646778 42.42902573875)",-83.210543646778,42.42902573875,"https://joehigton.com/Detroit_images/306523080964236_1.jpg"
"36","204530751928689","POINT (-83.196286066944 42.434136545)",-83.196286066944,42.434136545,"https://joehigton.com/Detroit_images/204530751928689_1.jpg"
