bias,rmse,ece,alpha,delta,method
0.01181762501854545,0.15557300159632073,0.03054646282728607,0.6,0.72,Majority
-0.006249041648121218,0.158067752676862,0.03910265470017238,0.6,0.72,Weighted
-0.006249041648121205,0.15612537557359407,0.03212034432397429,0.6,0.72,PLDL-Weighted
0.014617196686988777,0.15216594315839846,0.030612521640901322,0.6,0.72,Majority
-0.0032161366463445435,0.15471455076840304,0.04029676758348873,0.6,0.72,Weighted
-0.003216136646344555,0.15201854623786357,0.03311526893763518,0.6,0.72,PLDL-Weighted
0.08247000626633362,0.18672924591445478,0.06226059107694791,0.6,0.72,Majority
0.08247000626633359,0.18672924591445475,0.06226059107694791,0.6,0.72,Weighted
0.0824700062663336,0.18672924591445475,0.06226059107694791,0.6,0.72,PLDL-Weighted
0.08752807638221043,0.18424993791155042,0.06125437799258264,0.6,0.72,Majority
0.08752807638221043,0.18424993791155042,0.06125437799258264,0.6,0.72,Weighted
0.08752807638221043,0.18424993791155042,0.06125437799258264,0.6,0.72,PLDL-Weighted
0.04089400553444983,0.16054730251693622,0.04223862259833582,0.6,0.72,Majority
0.03060309644354077,0.15911572341836455,0.034456722780657735,0.6,0.72,Weighted
0.030603096443540714,0.15710730419264596,0.031947713507426784,0.6,0.72,PLDL-Weighted
-0.017532371946871756,0.14679815674677352,0.03721215897633937,0.6,0.72,Majority
-0.03484006425456406,0.15370586697898095,0.05296142271892873,0.6,0.72,Weighted
-0.03484006425456408,0.15237488606705582,0.05172347803521194,0.6,0.72,PLDL-Weighted
0.04564648605534181,0.1586073247891624,0.047574593531487,0.6,0.72,Majority
0.03444648605534178,0.1554732703561848,0.0363745935314871,0.6,0.72,Weighted
0.034446486055341806,0.15451366799807661,0.036374593531487094,0.6,0.72,PLDL-Weighted
-0.016753834404101248,0.1510509121689369,0.03655362016956575,0.6,0.72,Majority
-0.03301537286563971,0.15808064871201646,0.05587650523679502,0.6,0.72,Weighted
-0.03301537286563972,0.15563776353287204,0.05173610380106167,0.6,0.72,PLDL-Weighted
0.05128213880355467,0.16516306906178344,0.050346754573679736,0.6,0.72,Majority
0.04030032062173646,0.162136272117632,0.04450951443548989,0.6,0.72,Weighted
0.04030032062173648,0.16044351434064255,0.04241948184640703,0.6,0.72,PLDL-Weighted
0.06463445846765277,0.16728803484044513,0.055527243682897603,0.6,0.72,Majority
0.05308900392219819,0.16296943551141183,0.043981789137443106,0.6,0.72,Weighted
0.053089003922198216,0.16136958937848955,0.043981789137443154,0.6,0.72,PLDL-Weighted
0.01923214335059269,0.15289946759218542,0.03352191751981115,0.6,0.72,Majority
0.002415476683926039,0.15504276363267216,0.03823548449763656,0.6,0.72,Weighted
0.002415476683926035,0.15216808658360972,0.030199613778552667,0.6,0.72,PLDL-Weighted
0.01921260743606442,0.15975203586420963,0.03725592952928687,0.6,0.72,Majority
0.0022459407693977613,0.16216332658288637,0.03922424204388819,0.6,0.72,Weighted
0.002245940769397756,0.15858935917354944,0.03685592952928688,0.6,0.72,PLDL-Weighted
0.0508241067318023,0.16463838615795467,0.04440388244584144,0.6,0.72,Majority
0.03613319764089318,0.16158863202045104,0.032086957648339104,0.6,0.72,Weighted
0.03613319764089319,0.1596906486347635,0.03208695764833909,0.6,0.72,PLDL-Weighted
-0.043806555378980136,0.15606522353006697,0.056322822430870875,0.7,0.72,Majority
-0.05985816828220596,0.16841160656660037,0.07363410696155372,0.7,0.72,Weighted
-0.059858168282205935,0.16458164926134558,0.07237443533409668,0.7,0.72,PLDL-Weighted
0.04760540473700661,0.1636004483132451,0.042453932466780135,0.7,0.72,Majority
0.02074224684226977,0.16392038771508582,0.0314732466857532,0.7,0.72,Weighted
0.020742246842269788,0.1573558059541443,0.026528580132190206,0.7,0.72,PLDL-Weighted
0.04603004292334293,0.16555220170069976,0.046618820532195265,0.7,0.72,Majority
0.014956358712816618,0.16775139887137996,0.040642725191458895,0.7,0.72,Weighted
0.014956358712816623,0.15738093185071333,0.028280424250224666,0.7,0.72,PLDL-Weighted
0.015389505169251787,0.1548947989467905,0.038756270381113546,0.7,0.72,Majority
-0.017340929613356926,0.16770226954883563,0.06236514964837386,0.7,0.72,Weighted
-0.017340929613356905,0.15694647815266524,0.040208081046076406,0.7,0.72,PLDL-Weighted
0.017028783299878798,0.15337653638802767,0.038464429708453346,0.7,0.72,Majority
-0.01291904278707775,0.16440370691261008,0.05880589670356774,0.7,0.72,Weighted
-0.012919042787077733,0.1541028528058689,0.03983239930308273,0.7,0.72,PLDL-Weighted
0.07918684262023636,0.17061678471732739,0.06065354472535494,0.7,0.72,Majority
0.07918684262023633,0.17061678471732736,0.06065354472535494,0.7,0.72,Weighted
0.07918684262023634,0.17061678471732739,0.06065354472535494,0.7,0.72,PLDL-Weighted
0.09061185052098215,0.18699609043503787,0.0716676615439128,0.7,0.72,Majority
0.09061185052098211,0.18699609043503784,0.0716676615439128,0.7,0.72,Weighted
0.09061185052098215,0.18699609043503787,0.07166766154391281,0.7,0.72,PLDL-Weighted
0.014372660480674489,0.14987331959017766,0.03160281492692481,0.7,0.72,Majority
-0.02016646995410814,0.16128128764836916,0.05804934964177077,0.7,0.72,Weighted
-0.020166469954108122,0.15387086466625055,0.04302854225909282,0.7,0.72,PLDL-Weighted
0.08404676486559724,0.18528358788082971,0.06651022132330006,0.7,0.72,Majority
0.08404676486559723,0.1852835878808297,0.06651022132330006,0.7,0.72,Weighted
0.08404676486559723,0.1852835878808297,0.06651022132330006,0.7,0.72,PLDL-Weighted
-0.014088837774037173,0.15350241584747412,0.03806999599487475,0.7,0.72,Majority
-0.044459208144407535,0.17025586654080274,0.06834111440925317,0.7,0.72,Weighted
-0.04445920814440755,0.16345102093922892,0.06250357069562079,0.7,0.72,PLDL-Weighted
-0.024561449026535044,0.15631376751702927,0.04168473241384503,0.7,0.72,Majority
-0.05300589347097946,0.17458871919559601,0.07410286239454911,0.7,0.72,Weighted
-0.05300589347097949,0.16798297897055217,0.06945172824586793,0.7,0.72,PLDL-Weighted
0.051600016781516926,0.15670976483096513,0.04831330138286835,0.7,0.72,Majority
0.01964212204467482,0.1572812153849277,0.03190903167814475,0.7,0.72,Weighted
0.0196421220446748,0.14767925159289708,0.019118804771787432,0.7,0.72,PLDL-Weighted
0.01705173845375561,0.1546533802821256,0.037961351140022394,0.7,0.72,Majority
-0.02131347893754875,0.16274543489168414,0.052187490996730874,0.7,0.72,Weighted
-0.02131347893754874,0.15716481131812227,0.04241907585011797,0.7,0.72,PLDL-Weighted
0.010384004934965527,0.15030524285166594,0.031044947620687175,0.7,0.72,Majority
-0.02606816897807797,0.16442459092334377,0.058958540886549254,0.7,0.72,Weighted
-0.026068168978077958,0.15603324405521773,0.04759881639850946,0.7,0.72,PLDL-Weighted
0.023601960569957215,0.16029161894420413,0.03335868886880916,0.7,0.72,Majority
-0.010450213343086283,0.1717881192309115,0.05282178896863773,0.7,0.72,Weighted
-0.010450213343086266,0.16153513676286532,0.03808384322817055,0.7,0.72,PLDL-Weighted
0.04925173215901195,0.1613768705065812,0.04485442148660283,0.7,0.72,Majority
0.018135942685327748,0.16710055807969218,0.033054285264426504,0.7,0.72,Weighted
0.018135942685327734,0.1539810890599035,0.016805402163409318,0.7,0.72,PLDL-Weighted
0.049385883234662926,0.15777839543302774,0.05243085731278787,0.7,0.72,Majority
0.022817462182031338,0.15972680892489938,0.0348767353238886,0.7,0.72,Weighted
0.022817462182031335,0.14889215673142062,0.025862436260156357,0.7,0.72,PLDL-Weighted
0.012772006010707809,0.15116676549498728,0.038828570571417,0.7,0.72,Majority
-0.02096712442407478,0.16199908567440993,0.057425107753830903,0.7,0.72,Weighted
-0.0209671244240748,0.15287103989549589,0.0440950845967169,0.7,0.72,PLDL-Weighted
0.011062349153113932,0.15085324545579817,0.03994224791958607,0.7,0.72,Majority
-0.026920259542538263,0.1655397776161986,0.06010064531414857,0.7,0.72,Weighted
-0.026920259542538263,0.15645014304702523,0.04666358398383197,0.7,0.72,PLDL-Weighted
0.01599071858889689,0.1627277683956076,0.039331056239786055,0.7,0.72,Majority
-0.015870150976320482,0.17675990105493078,0.061065199685001986,0.7,0.72,Weighted
-0.015870150976320517,0.16384175697307643,0.044552938162595646,0.7,0.72,PLDL-Weighted
0.08782507128363749,0.19005367826417288,0.05826915223025701,0.7,0.72,Majority
0.08782507128363747,0.19005367826417288,0.05826915223025701,0.7,0.72,Weighted
0.08782507128363749,0.19005367826417288,0.058269152230257026,0.7,0.72,PLDL-Weighted
0.09127826284103575,0.18791563839931838,0.06329205672597171,0.7,0.72,Majority
0.09127826284103573,0.18791563839931835,0.06329205672597171,0.7,0.72,Weighted
0.09127826284103574,0.18791563839931835,0.06329205672597171,0.7,0.72,PLDL-Weighted
0.011715442558384047,0.14668542162056572,0.03226199429171341,0.7,0.72,Majority
-0.021641079180746405,0.15958809378767302,0.05788100517123067,0.7,0.72,Weighted
-0.021641079180746408,0.14889056178336302,0.0430685920874301,0.7,0.72,PLDL-Weighted
0.03962244042744447,0.15564374603618675,0.04766967117332083,0.7,0.72,Majority
0.009054019374812886,0.1587308593877674,0.03884292046283945,0.7,0.72,Weighted
0.009054019374812892,0.14838518789286012,0.02256730046375877,0.7,0.72,PLDL-Weighted
-0.014316232242359696,0.15120010580143312,0.034568419017897006,0.7,0.72,Majority
-0.04166438039050787,0.16449089502611774,0.06294431967801331,0.7,0.72,Weighted
-0.04166438039050784,0.1580149051337784,0.05604535873996349,0.7,0.72,PLDL-Weighted
0.016478606878349858,0.15252484144531994,0.030142215933266044,0.7,0.72,Majority
-0.018651827904258816,0.1653906791398534,0.05749857739391802,0.7,0.72,Weighted
-0.01865182790425885,0.15612746223008783,0.04272542148655228,0.7,0.72,PLDL-Weighted
0.05754496812968374,0.1732373742736749,0.052102691407961504,0.7,0.72,Majority
0.03223970497178901,0.1758359158829049,0.042973159956433915,0.7,0.72,Weighted
0.032239704971789004,0.16369576678169712,0.03407244000279226,0.7,0.72,PLDL-Weighted
-0.059745578658608606,0.16177469558694416,0.07262930805001923,0.7,0.72,Majority
-0.07657138511022149,0.17694749634119591,0.09142483221039764,0.7,0.72,Weighted
-0.07657138511022152,0.17272022164025844,0.0894551145016321,0.7,0.72,PLDL-Weighted
0.0968256585768284,0.19455995868089326,0.0699479248055078,0.7,0.72,Majority
0.09682565857682837,0.19455995868089324,0.0699479248055078,0.7,0.72,Weighted
0.0968256585768284,0.19455995868089326,0.0699479248055078,0.7,0.72,PLDL-Weighted
0.051412362505132946,0.1643364302425643,0.05099502949773535,0.7,0.72,Majority
0.019959730926185578,0.16248300670590876,0.03166315471066818,0.7,0.72,Weighted
0.019959730926185557,0.15420931848689398,0.026223916814926786,0.7,0.72,PLDL-Weighted
0.013539268847892987,0.14366946337538755,0.026884053521777463,0.7,0.72,Majority
-0.020686818108628772,0.160465976052589,0.06009313031588945,0.7,0.72,Weighted
-0.02068681810862872,0.14781966066001007,0.04371423768922812,0.7,0.72,PLDL-Weighted
0.0485203752534173,0.16354901310479084,0.05187887683942538,0.7,0.72,Majority
0.01643616472710152,0.16418455413858127,0.03729862605490124,0.7,0.72,Weighted
0.016436164727101493,0.15453293551337,0.025269301870084436,0.7,0.72,PLDL-Weighted
0.01484360323285135,0.1496797351689044,0.038000539900639146,0.7,0.72,Majority
-0.02313900546280084,0.1644816224276088,0.06173142109090265,0.7,0.72,Weighted
-0.023139005462800823,0.15263566776048484,0.044261058436465536,0.7,0.72,PLDL-Weighted
0.015199790942130142,0.14351804281117378,0.031382579139343315,0.7,0.72,Majority
-0.02055673079700031,0.1588395008997707,0.05605330397581865,0.7,0.72,Weighted
-0.020556730797000298,0.14576351636764556,0.0390612015964242,0.7,0.72,PLDL-Weighted
0.018979333488919534,0.14929792656399613,0.031637492617304565,0.7,0.72,Majority
-0.014620666511080486,0.15826930738365821,0.051800280939544995,0.7,0.72,Weighted
-0.014620666511080455,0.1506680171551481,0.035983032710357944,0.7,0.72,PLDL-Weighted
0.05419519567934338,0.1716083764900456,0.05166284895375364,0.7,0.72,Majority
0.028679406205659164,0.17605125068791702,0.04302965149628357,0.7,0.72,Weighted
0.028679406205659185,0.16320925109083217,0.031846641218507644,0.7,0.72,PLDL-Weighted
0.0913429647349314,0.1904261916139695,0.06538849163970013,0.7,0.72,Majority
0.09134296473493136,0.1904261916139695,0.06538849163970013,0.7,0.72,Weighted
0.0913429647349314,0.1904261916139695,0.06538849163970013,0.7,0.72,PLDL-Weighted
0.017133609563440812,0.16240983951774624,0.04128202297986382,0.7,0.72,Majority
-0.013022912175689638,0.17252249377633824,0.06059056272434615,0.7,0.72,Weighted
-0.013022912175689636,0.16340929293409773,0.04538376965098971,0.7,0.72,PLDL-Weighted
0.04864036845589511,0.16248640741095616,0.044773828948798965,0.7,0.72,Majority
0.01786142108747406,0.16290457267080047,0.03482647434970608,0.7,0.72,Weighted
0.01786142108747404,0.15508606772869485,0.02452213994529012,0.7,0.72,PLDL-Weighted
0.056615462546046796,0.16922695049898345,0.05356107686166674,0.7,0.72,Majority
0.029204936230257335,0.1664481107251963,0.035216706145784954,0.7,0.72,Weighted
0.029204936230257328,0.15948387448297605,0.026240890177185373,0.7,0.72,PLDL-Weighted
0.08370706253677869,0.1750023752697074,0.057866173782864475,0.7,0.72,Majority
0.08370706253677866,0.17500237526970738,0.057866173782864475,0.7,0.72,Weighted
0.08370706253677869,0.1750023752697074,0.057866173782864475,0.7,0.72,PLDL-Weighted
0.05125766704850086,0.16363162362670394,0.049008870114611525,0.7,0.72,Majority
0.02228924599586927,0.16482824095818663,0.03325006740121832,0.7,0.72,Weighted
0.022289245995869268,0.15438076495793748,0.02736676485145366,0.7,0.72,PLDL-Weighted
0.00783584680781118,0.15098239713425085,0.03877336872259415,0.7,0.72,Majority
-0.02705110971392797,0.16610404627092196,0.06254083789074862,0.7,0.72,Weighted
-0.02705110971392794,0.15400021582644816,0.04741240089619645,0.7,0.72,PLDL-Weighted
0.020701789832493492,0.15574230552912527,0.035470622549751356,0.7,0.72,Majority
-0.014185166689245658,0.16621027081678205,0.0555672395054258,0.7,0.72,Weighted
-0.014185166689245654,0.1553440314867859,0.03331476765549299,0.7,0.72,PLDL-Weighted
0.04445539693685405,0.15942616390276101,0.03897792299672447,0.7,0.72,Majority
0.013423817989485626,0.16653963866152194,0.04019300310298848,0.7,0.72,Weighted
0.013423817989485595,0.15345982528326185,0.018923642843854237,0.7,0.72,PLDL-Weighted
0.01820361515934307,0.15237300502760248,0.031886944228015794,0.7,0.72,Majority
-0.015326819623265642,0.16526896689454998,0.05805226025400263,0.7,0.72,Weighted
-0.01532681962326561,0.1562774565027754,0.043563681912640186,0.7,0.72,PLDL-Weighted
0.051563385539802394,0.15802885056749313,0.05064873643281907,0.7,0.72,Majority
0.019942332908223455,0.15994368993076116,0.03224017158031037,0.7,0.72,Weighted
0.01994233290822348,0.14845324537742605,0.02118504944730518,0.7,0.72,PLDL-Weighted
0.04928196794137004,0.15712117980874832,0.04491424340774873,0.7,0.72,Majority
0.024439862678212142,0.16205960735331537,0.04285473324826079,0.7,0.72,Weighted
0.02443986267821212,0.1502901505973949,0.028681639260903703,0.7,0.72,PLDL-Weighted
0.047499587253984475,0.1578907462717201,0.045866695848583425,0.7,0.72,Majority
0.021099587253984482,0.16253773075972852,0.033717400227347954,0.7,0.72,Weighted
0.021099587253984482,0.14972081419081476,0.021989339632978964,0.7,0.72,PLDL-Weighted
-0.018523032357481418,0.15238907128514684,0.04101380502383979,0.7,0.72,Majority
-0.05348599532044441,0.17216556385890666,0.07528877072283245,0.7,0.72,Weighted
-0.053485995320444374,0.1658598332683933,0.07250629353281741,0.7,0.72,PLDL-Weighted
0.01931800167962071,0.1555839060787394,0.041386276778661274,0.7,0.72,Majority
-0.01675156353777061,0.16412451877035614,0.050848629541843916,0.7,0.72,Weighted
-0.0167515635377706,0.15581636566246698,0.03830260037463023,0.7,0.72,PLDL-Weighted
0.04636578554135245,0.16309552012511788,0.048986924515846825,0.7,0.72,Majority
0.012597364488720873,0.17188897755317636,0.04614557989557621,0.7,0.72,Weighted
0.012597364488720888,0.15587078624638748,0.023951220912968117,0.7,0.72,PLDL-Weighted
0.05511000552654355,0.16991199336622298,0.05114387551112781,0.7,0.72,Majority
0.025552110789701436,0.17266985851137442,0.03952594953503073,0.7,0.72,Weighted
0.02555211078970143,0.16033968920078148,0.02859739834455024,0.7,0.72,PLDL-Weighted
0.08603732986384961,0.1824540362768434,0.060516148489466355,0.7,0.72,Majority
0.08603732986384958,0.1824540362768434,0.060516148489466355,0.7,0.72,Weighted
0.08603732986384961,0.1824540362768434,0.060516148489466355,0.7,0.72,PLDL-Weighted
0.015101290545757887,0.14706030162289097,0.035113431542333866,0.7,0.72,Majority
-0.021072622497720392,0.15710613404294202,0.055606289599426845,0.7,0.72,Weighted
-0.021072622497720392,0.1481822998879137,0.03927122609496552,0.7,0.72,PLDL-Weighted
0.0193524048548532,0.1593917368991491,0.0416495849737112,0.7,0.72,Majority
-0.0187693342755816,0.17670549853168155,0.06440416267207882,0.7,0.72,Weighted
-0.018769334275581594,0.16257120134642683,0.04476818635134918,0.7,0.72,PLDL-Weighted
0.08292366878745407,0.18035766574335915,0.05730703203743211,0.7,0.72,Majority
0.08292366878745404,0.18035766574335912,0.05730703203743211,0.7,0.72,Weighted
0.08292366878745404,0.18035766574335912,0.05730703203743211,0.7,0.72,PLDL-Weighted
0.05100570167253801,0.16036296067241584,0.04886506383254477,0.7,0.72,Majority
0.02266885956727485,0.16629395027484095,0.035461112027570074,0.7,0.72,Weighted
0.022668859567274872,0.15193282280664652,0.020528221727281665,0.7,0.72,PLDL-Weighted
0.016859175546267497,0.1537810054088543,0.037713067612189864,0.7,0.72,Majority
-0.018862563584167304,0.16691798313883818,0.05717808798188077,0.7,0.72,Weighted
-0.018862563584167297,0.15535083885137732,0.041328656041917156,0.7,0.72,PLDL-Weighted
0.04640357107087447,0.16487171547480786,0.04857595113215421,0.7,0.72,Majority
0.020887781597190246,0.16876045042255106,0.039655991547174266,0.7,0.72,Weighted
0.020887781597190232,0.15807138985756275,0.025070098666668775,0.7,0.72,PLDL-Weighted
0.04830941809340186,0.1614228625093736,0.04676945755090908,0.7,0.72,Majority
0.01807783914603344,0.1647700497639633,0.038425336196286214,0.7,0.72,Weighted
0.018077839146033413,0.15353996386945004,0.02320789685773031,0.7,0.72,PLDL-Weighted
0.007642107673595017,0.15266839556168643,0.03416006001520677,0.7,0.72,Majority
-0.027592674935100658,0.1714103662994156,0.06609650970980424,0.7,0.72,Weighted
-0.027592674935100626,0.15804017303801512,0.04961055313353898,0.7,0.72,PLDL-Weighted
0.013992039379348287,0.14792608254465744,0.031006576389532806,0.7,0.72,Majority
-0.021938395403260424,0.16414633669421816,0.060353787100030816,0.7,0.72,Weighted
-0.02193839540326042,0.15136386051225215,0.043464635486485104,0.7,0.72,PLDL-Weighted
0.05797537809001176,0.1685977755535415,0.053913736011431165,0.7,0.72,Majority
0.028670114932117033,0.1681287764301708,0.03767325660005273,0.7,0.72,Weighted
0.02867011493211703,0.15858524354075132,0.02954382825461152,0.7,0.72,PLDL-Weighted
0.05200250473665064,0.16626766148749667,0.05081135304217416,0.7,0.72,Majority
0.022949873157703273,0.1685915954435084,0.03893778481765271,0.7,0.72,Weighted
0.022949873157703263,0.15760394863819735,0.02651956900646388,0.7,0.72,PLDL-Weighted
0.05316972664410352,0.1711684259814501,0.05295300722543535,0.7,0.72,Majority
0.02858025295989299,0.17156357815741685,0.039293373883954534,0.7,0.72,Weighted
0.02858025295989299,0.1629420399410249,0.030864409881283708,0.7,0.72,PLDL-Weighted
0.049101493699548755,0.16835382375547087,0.04956345079015974,0.7,0.72,Majority
0.020680441067969804,0.17023261767259615,0.035181165135411495,0.7,0.72,Weighted
0.0206804410679698,0.15968944842847146,0.027220284614087632,0.7,0.72,PLDL-Weighted
0.012198573838021129,0.14865490861490602,0.031584363146761045,0.7,0.72,Majority
-0.02442751311850063,0.1640771435320126,0.05973261237738092,0.7,0.72,Weighted
-0.024427513118500613,0.1537844311429501,0.045957069401319516,0.7,0.72,PLDL-Weighted
0.04485040047454133,0.1641794181661289,0.044302100640903855,0.7,0.72,Majority
0.016345137316646587,0.16876145068087164,0.04477167679533489,0.7,0.72,Weighted
0.01634513731664658,0.1582022818728878,0.032014890328321846,0.7,0.72,PLDL-Weighted
0.09300482298566587,0.19486520270363106,0.06408085163353665,0.7,0.72,Majority
0.09300482298566586,0.19486520270363106,0.06408085163353665,0.7,0.72,Weighted
0.09300482298566587,0.19486520270363106,0.06408085163353665,0.7,0.72,PLDL-Weighted
0.05481200404676013,0.15992973778380115,0.04464538026175601,0.7,0.72,Majority
0.025675161941496973,0.1635223342544736,0.031979886633712803,0.7,0.72,Weighted
0.025675161941496966,0.151989143029792,0.016765164251471395,0.7,0.72,PLDL-Weighted
0.01626251235276481,0.1582049517809606,0.03833770325484939,0.7,0.72,Majority
-0.01622444416897434,0.17194281732550729,0.05939331992357585,0.7,0.72,Weighted
-0.016224444168974325,0.15973272270746072,0.041081756122857034,0.7,0.72,PLDL-Weighted
0.04288195473884174,0.16774785877248785,0.03991377826826441,0.7,0.72,Majority
0.009871428423052265,0.17238472452878584,0.037262977949530096,0.7,0.72,Weighted
0.009871428423052237,0.16333368434251905,0.021488075429546793,0.7,0.72,PLDL-Weighted
0.04836542361655295,0.16393751389557337,0.04357625867723225,0.7,0.72,Majority
0.020028581511289792,0.16756911566920477,0.037154460931183984,0.7,0.72,Weighted
0.020028581511289785,0.15651218877661285,0.02399731130881118,0.7,0.72,PLDL-Weighted
0.016269934912778363,0.15386681849435305,0.0363783720005256,0.7,0.72,Majority
-0.020808325956786878,0.17080894306548133,0.0641939818462869,0.7,0.72,Weighted
-0.020808325956786868,0.15691447827538524,0.04556498152550874,0.7,0.72,PLDL-Weighted
0.012396234226892646,0.1525900840144822,0.031437079276393484,0.7,0.72,Majority
-0.02363854838180302,0.16839680611910293,0.06216928250705879,0.7,0.72,Weighted
-0.02363854838180302,0.15800902626140476,0.04737154171766893,0.7,0.72,PLDL-Weighted
0.04100777782764132,0.159815632233135,0.044241085693640034,0.7,0.72,Majority
0.01237619888027289,0.1642547878289993,0.03950585038482992,0.7,0.72,Weighted
0.012376198880272887,0.15432027786443225,0.023579171434386585,0.7,0.72,PLDL-Weighted
0.04489590313305166,0.1643118038768417,0.04027389471389237,0.7,0.72,Majority
0.013695903133051666,0.1705427819846543,0.04009825152863438,0.7,0.72,Weighted
0.013695903133051643,0.15865730515557877,0.02162573389023037,0.7,0.72,PLDL-Weighted
0.048430524745741714,0.16099218652207287,0.04720688327719709,0.7,0.72,Majority
0.020977893166794347,0.16324296153678652,0.034529250627580235,0.7,0.72,Weighted
0.020977893166794343,0.15268292813123613,0.027038970071913363,0.7,0.72,PLDL-Weighted
0.01120346663948352,0.15399301106846594,0.032417482880871075,0.7,0.72,Majority
-0.023961750751820846,0.16726852075669957,0.05623743422161852,0.7,0.72,Weighted
-0.023961750751820828,0.15837043351478278,0.045388784254742943,0.7,0.72,PLDL-Weighted
0.018974812177549576,0.15131404454857483,0.03121269362060706,0.7,0.72,Majority
-0.018242579126798268,0.16372974380941757,0.05394927146635657,0.7,0.72,Weighted
-0.01824257912679826,0.1532210114723116,0.0386275340803151,0.7,0.72,PLDL-Weighted
0.05956614022109566,0.17087328804157756,0.050032691766686066,0.7,0.72,Majority
0.031566140221095655,0.17194596700877324,0.032663787106410665,0.7,0.72,Weighted
0.03156614022109565,0.1607326562258723,0.029611639135107184,0.7,0.72,PLDL-Weighted
0.014710451004595854,0.15731293785983588,0.035307869582060156,0.7,0.72,Majority
-0.0176721576910563,0.16791743695997086,0.05373590067793914,0.7,0.72,Weighted
-0.0176721576910563,0.15933793589172343,0.04048863325965728,0.7,0.72,PLDL-Weighted
0.05401020325759646,0.17090961080304357,0.053845332898888335,0.7,0.72,Majority
0.023694413783912238,0.17183734469516543,0.03810088985407967,0.7,0.72,Weighted
0.02369441378391223,0.1599351126732054,0.02838713806859769,0.7,0.72,PLDL-Weighted
0.081476491080325,0.18226890348954883,0.06123060177249741,0.7,0.72,Majority
0.08147649108032497,0.1822689034895488,0.06123060177249741,0.7,0.72,Weighted
0.08147649108032502,0.18226890348954883,0.06123060177249741,0.7,0.72,PLDL-Weighted
0.0532416053445149,0.16570824500873224,0.048784638248058676,0.7,0.72,Majority
0.024441605344514897,0.1682525865635864,0.03442427221950016,0.7,0.72,Weighted
0.024441605344514887,0.15797001598415755,0.024175828209398148,0.7,0.72,PLDL-Weighted
-0.010516724391736712,0.15191274592316545,0.03373580665491387,0.7,0.72,Majority
-0.04020561328062563,0.16792051882490291,0.06378551775312255,0.7,0.72,Weighted
-0.0402056132806256,0.16028657217484843,0.058530509642404895,0.7,0.72,PLDL-Weighted
0.017576612266692472,0.15204291544585083,0.03772569490636698,0.7,0.72,Majority
-0.016614692081133635,0.1653313745798936,0.06027038853897185,0.7,0.72,Weighted
-0.01661469208113361,0.1537048240302355,0.03954580980165679,0.7,0.72,PLDL-Weighted
0.04747744847732338,0.16772761717112344,0.04554260417406918,0.7,0.72,Majority
0.024066922161533905,0.17347760634611978,0.047096678944071574,0.7,0.72,Weighted
0.024066922161533916,0.16162138030478718,0.03082870936069324,0.7,0.72,PLDL-Weighted
0.020306191282977417,0.14867507647269176,0.03457509831232071,0.7,0.72,Majority
-0.01993728697789217,0.1611674187725981,0.05695662800406591,0.7,0.72,Weighted
-0.01993728697789214,0.14998263802311526,0.03827428372876128,0.7,0.72,PLDL-Weighted
0.045138255710432305,0.15519188648183804,0.04443865131343675,0.7,0.72,Majority
0.016801413605169145,0.1598407042086936,0.03549887206648991,0.7,0.72,Weighted
0.016801413605169124,0.14811391211421435,0.021664488861111175,0.7,0.72,PLDL-Weighted
0.01678478170620312,0.1519329234634876,0.02856727299812386,0.7,0.72,Majority
-0.018450000902492512,0.1660928749009113,0.05765519046369279,0.7,0.72,Weighted
-0.018450000902492533,0.1570998370860624,0.04476863855005152,0.7,0.72,PLDL-Weighted
-0.017132189654498912,0.15100294317801563,0.03979976259820521,0.7,0.72,Majority
-0.0455470044693137,0.1666615146208019,0.06989798250971758,0.7,0.72,Weighted
-0.045547004469313736,0.16082427881151298,0.06341141524893411,0.7,0.72,PLDL-Weighted
0.05313226159690441,0.15442710787156377,0.053027359595840956,0.7,0.72,Majority
0.0250901563337465,0.15413756628482078,0.0358894198621963,0.7,0.72,Weighted
0.02509015633374652,0.1441886105324743,0.026361695487272064,0.7,0.72,PLDL-Weighted
0.059480055970166444,0.16714960817799415,0.05500294835656022,0.7,0.72,Majority
0.029459003338587492,0.16707399807896448,0.036819037260926425,0.7,0.72,Weighted
0.029459003338587544,0.15566382754706312,0.027049350288633988,0.7,0.72,PLDL-Weighted
0.056936178220554697,0.16658114211312708,0.05566233898987293,0.7,0.72,Majority
0.026662494010028372,0.16827970054758373,0.0322266486824718,0.7,0.72,Weighted
0.026662494010028372,0.15481699797048937,0.02929540902426099,0.7,0.72,PLDL-Weighted
0.01604957271182842,0.15067136250659843,0.0327661350743931,0.7,0.72,Majority
-0.02095912294034551,0.16443329835611714,0.059898961054113256,0.7,0.72,Weighted
-0.020959122940345517,0.15315184163736306,0.04177090466331885,0.7,0.72,PLDL-Weighted
0.019892540627066774,0.1588799878308225,0.0422226662214108,0.7,0.72,Majority
-0.014055285459889731,0.16709266237669093,0.056946458019336496,0.7,0.72,Weighted
-0.014055285459889762,0.15804894349666568,0.039067383316249274,0.7,0.72,PLDL-Weighted
0.024175091936169416,0.155532148117865,0.03726717526737866,0.7,0.72,Majority
-0.013111864585569734,0.16953764056395956,0.062260059952786106,0.7,0.72,Weighted
